ticker,price_change
NH,0.12199
MIDHANI,0.12206
BHAGERIA,0.12208
SANOFI,0.12224
NATIONALUM,0.12245
BALMLAWRIE,0.12247
CREATIVE,0.12253
AARTIDRUGS,0.12255
IDEA,0.12276
CONCOR,0.12285
RELIGARE,0.12287
ONELIFECAP,0.12301
CREDITACC,0.12303
ABB,0.12321
SPECIALITY,0.12336
ADORWELD,0.1234
SOLARINDS,0.12369
SILGO,0.12373
INOXINDIA,0.12373
MGL,0.1238
HYBRIDFIN,0.12413
POONAWALLA,0.12423
BHAGCHEM,0.12427
AURUM,0.1257
CARERATING,0.12611
FAIRCHEMOR,0.12612
KPITTECH,0.12614
COASTCORP,0.12627
BOSCHLTD,0.12635
VIKASECO,0.12653
MAHSCOOTER,0.12669
RAIN,0.12689
MARALOVER,0.1272
AWHCL,0.12724
BIRLACORPN,0.12763
APOLLOTYRE,0.12781
NMDC,0.128
HIMATSEIDE,0.12823
FIEMIND,0.12854
AUTOIND,0.12875
RAINBOW,0.12891
STYLAMIND,0.12918
BEPL,0.12933
NINSYS,0.12935
MASTEK,0.12944
KCPSUGIND,0.12976
STYRENIX,0.12987
KELLTONTEC,0.13007
MHRIL,0.13012
CIPLA,0.13033
COALINDIA,0.13039
NLCINDIA,0.13042
DEEPINDS,0.13062
ASHIMASYN,0.13063
EDELWEISS,0.13067
PRUDENT,0.13077
SOLARA,0.13084
CONSOFINVT,0.13085
IL&FSTRANS,0.13087
GRAPHITE,0.13091
TIRUPATIFL,0.13119
BALAXI,0.13156
GTPL,0.13173
ANGELONE,0.13182
JKIL,0.13185
UNITEDPOLY,0.13191
JSWENERGY,0.13222
IEL,0.13245
RESPONIND,0.13246
AYMSYNTEX,0.13255
REGENCERAM,0.1327
ECLERX,0.13272
GEECEE,0.13285
SHRIRAMPPS,0.13286
LICHSGFIN,0.13294
NAVA,0.13337
DYCL,0.13368
TRIDENT,0.13369
WEWIN,0.13371
ITI,0.13373
PTC,0.13391
JSWHL,0.13397
MOIL,0.13406
BANG,0.13408
SURYALAXMI,0.13411
DNAMEDIA,0.13446
INDIANB,0.13456
APARINDS,0.13507
JLHL,0.13525
IMPAL,0.13558
BHARATWIRE,0.13569
SIGIND,0.13593
MAHLIFE,0.13609
SEAMECLTD,0.13641
KEEPLEARN,0.1366
SEYAIND,0.13666
ACL,0.13671
AXISCADES,0.13678
REDTAPE,0.13679
5PAISA,0.13695
FOSECOIND,0.13715
OSIAHYPER,0.13719
MANOMAY,0.13757
JSL,0.13765
ZUARI,0.13777
MUFIN,0.13785
UJJIVANSFB,0.13813
LUMAXTECH,0.13814
SIMBHALS,0.13822
SAKAR,0.13822
AARVEEDEN,0.13828
ALPSINDUS,0.13828
KOTHARIPRO,0.13847
PIXTRANS,0.13867
LATENTVIEW,0.13896
INDSWFTLAB,0.13904
CAPACITE,0.13942
MURUDCERA,0.13949
GENUSPAPER,0.13971
TASTYBITE,0.13985
ALANKIT,0.14031
MOREPENLAB,0.14045
SHALBY,0.1405
SATIN,0.14061
KRITI,0.14073
HPAL,0.1409
ADANIENT,0.14105
KSB,0.1411
NRL,0.14148
FINOPB,0.14202
LPDC,0.1421
RAMCOIND,0.14244
FDC,0.14274
MINDTECK,0.14277
NAGREEKCAP,0.14277
REPL,0.1434
LEMONTREE,0.14365
POLICYBZR,0.14401
PGIL,0.14431
OMINFRAL,0.14435
SAGARDEEP,0.14506
BAJAJCON,0.14522
STAR,0.1458
BOROLTD,0.14583
ICDSLTD,0.14584
BLAL,0.14593
HDFCAMC,0.14626
STARCEMENT,0.14628
KARMAENG,0.14644
ROLLT,0.14685
NETWEB,0.14707
JISLJALEQS,0.14733
MODISONLTD,0.14736
LICI,0.14747
EKC,0.14748
SHAREINDIA,0.14762
VISESHINFO,0.14778
WELENT,0.14805
AGARIND,0.14809
SAMHI,0.14817
LFIC,0.14835
ALLSEC,0.1484
VINDHYATEL,0.14876
AHLEAST,0.14891
SYNCOMF,0.14908
UNIONBANK,0.14909
STCINDIA,0.1494
GENESYS,0.1494
SAFARI,0.1498
DIAMONDYD,0.15012
KHADIM,0.15027
BPL,0.15073
TIDEWATER,0.15081
KERNEX,0.15103
SONATSOFTW,0.15116
ZYDUSLIFE,0.15123
RPSGVENT,0.15156
HISARMETAL,0.15188
STEL,0.15198
ORISSAMINE,0.15218
BORORENEW,0.15225
YESBANK,0.15269
PRICOLLTD,0.15272
SUPRIYA,0.15275
CAPTRUST,0.15289
VAIBHAVGBL,0.15315
KDDL,0.15335
DPABHUSHAN,0.15372
PRECOT,0.15373
SECURKLOUD,0.15422
AEGISCHEM,0.15426
TATAMOTORS,0.15429
KECL,0.15452
INTELLECT,0.15456
OPTIEMUS,0.15469
ASTERDM,0.15535
NAM-INDIA,0.15583
GODFRYPHLP,0.15724
ZENITHEXPO,0.1574
PASUPTAC,0.15742
SATINDLTD,0.15744
FSL,0.15748
ANIKINDS,0.15762
MANAKALUCO,0.15763
GOLDIAM,0.15827
KAMOPAINTS,0.15829
MAANALU,0.15855
PANSARI,0.15869
MANORAMA,0.159
SPAL,0.15925
RPPINFRA,0.1593
OILCOUNTUB,0.15933
DCXINDIA,0.15946
PENIND,0.15947
CEATLTD,0.15972
ELGIRUBCO,0.15988
NRAIL,0.16
CHEMBOND,0.16013
SUPERSPIN,0.16014
ADANIPORTS,0.16018
KOLTEPATIL,0.16022
NKIND,0.16031
ZAGGLE,0.16039
NUVAMA,0.1605
MALUPAPER,0.16133
INDSWFTLTD,0.16135
ATULAUTO,0.16142
PEARLPOLY,0.16146
ONGC,0.16148
NDGL,0.16168
UGROCAP,0.1618
NATCOPHARM,0.16223
MTNL,0.16263
SASTASUNDR,0.16284
BLISSGVS,0.16351
CENTEXT,0.16354
DPSCLTD,0.16363
SETCO,0.16365
MINDACORP,0.16427
BURNPUR,0.16467
KILITCH,0.16499
MAXIND,0.16535
HILTON,0.1657
JAICORPLTD,0.166
INDBANK,0.16605
HERITGFOOD,0.16643
DIGISPICE,0.16655
NITINSPIN,0.16692
ALMONDZ,0.16703
HFCL,0.16708
INDOAMIN,0.16717
KOKUYOCMLN,0.16724
GPPL,0.16729
NDRAUTO,0.16777
MUKTAARTS,0.16813
VIMTALABS,0.16834
BALPHARMA,0.16836
IBULHSGFIN,0.16882
MUNJALSHOW,0.16897
WELCORP,0.169
VAKRANGEE,0.16944
DODLA,0.16953
DHUNINV,0.16968
ORIENTLTD,0.16983
MAXHEALTH,0.16999
LLOYDSENGG,0.17005
TORNTPOWER,0.17009
CENTRALBK,0.17028
S&SPOWER,0.17053
GIPCL,0.17054
BIRLAMONEY,0.17069
BLUESTARCO,0.17073
TIJARIA,0.17084
CINEVISTA,0.17122
NEXTMEDIA,0.17124
PFS,0.17128
FMNL,0.17129
VIKASLIFE,0.17134
DCAL,0.17178
SPLPETRO,0.17219
DATAPATTNS,0.1723
SEMAC,0.17241
BAJAJ-AUTO,0.17249
RATEGAIN,0.17257
SHREDIGCEM,0.17264
CHOICEIN,0.17287
BEML,0.17313
THANGAMAYL,0.17316
DHANI,0.17361
KAMATHOTEL,0.17386
KOTARISUG,0.17413
UNIVASTU,0.17419
SOTL,0.17437
NIRAJ,0.17442
MOKSH,0.17456
ADANIPOWER,0.17469
MAHASTEEL,0.17472
LAXMICOT,0.17483
BIOFILCHEM,0.17515
SABEVENTS,0.17525
RADIOCITY,0.17613
CANBK,0.17659
JYOTHYLAB,0.17688
SUTLEJTEX,0.17696
SKMEGGPROD,0.1773
INOXGREEN,0.17744
JAGRAN,0.17761
ACCELYA,0.17773
ARCHIES,0.17809
BRIGADE,0.17844
CONFIPET,0.17864
DCMFINSERV,0.17869
SPARC,0.17878
STEELXIND,0.17885
BEARDSELL,0.17895
CUMMINSIND,0.17916
WONDERLA,0.17961
SBC,0.17975
BLS,0.18021
FACT,0.18078
KAVVERITEL,0.18079
JASH,0.18079
CARYSIL,0.181
FCSSOFT,0.18103
IDBI,0.18104
BECTORFOOD,0.18137
PIONEEREMB,0.18157
INDOSTAR,0.1816
RBZJEWEL,0.1816
PFC,0.18183
SHYAMTEL,0.18184
IMAGICAA,0.18192
LASA,0.18202
NAVKARCORP,0.18219
OMAXE,0.18259
CENTURYTEX,0.18261
3PLAND,0.18264
MANINFRA,0.18289
POWERMECH,0.18338
JPOLYINVST,0.1835
ROHLTD,0.18363
SEQUENT,0.18383
IIFLSEC,0.18426
NUCLEUS,0.18452
CCHHL,0.18456
MRO-TEK,0.18466
AVONMORE,0.18487
CTE,0.18507
LIBAS,0.18567
FCL,0.18573
KPIL,0.18581
LINCOLN,0.18582
VBL,0.18636
MARKSANS,0.18637
INDOTHAI,0.18659
ESSENTIA,0.18683
MCX,0.18727
SWSOLAR,0.18792
INDHOTEL,0.18813
SUMMITSEC,0.18824
BCONCEPTS,0.18827
KICL,0.18832
PILITA,0.18832
CAREERP,0.18872
ISFT,0.18885
REPRO,0.19
AMBER,0.19003
ORIENTCER,0.19034
RPPL,0.19052
SURYODAY,0.19067
BBL,0.19086
JINDALPHOT,0.1912
SUVEN,0.19127
INDIANHUME,0.19137
SPCENET,0.19172
SHANTI,0.19173
TECHNOE,0.19183
KOTHARIPET,0.19193
LUPIN,0.19197
PARAGMILK,0.1927
TVSHLTD,0.19293
RPOWER,0.19298
HARDWYN,0.1931
DISHTV,0.19319
AGSTRA,0.19319
DOLATALGO,0.19322
SOUTHBANK,0.19358
JINDRILL,0.19386
KOPRAN,0.19418
PRAKASH,0.19433
KCP,0.19443
ARVSMART,0.19447
MOHITIND,0.19457
BAGFILMS,0.19518
PARACABLES,0.19522
GODREJPROP,0.19538
PTCIL,0.19548
PNC,0.19597
RAMASTEEL,0.19627
IFGLEXPOR,0.19656
SAKHTISUG,0.19689
VESUVIUS,0.19713
RHL,0.19719
RPGLIFE,0.19812
DLF,0.1989
PNB,0.1989
COMPUSOFT,0.19897
WABAG,0.20009
CENTRUM,0.2002
TV18BRDCST,0.20034
GRPLTD,0.20046
ASHOKA,0.20064
21STCENMGM,0.20069
IMFA,0.20081
AAATECH,0.20103
ANANTRAJ,0.20114
ARIHANTSUP,0.20149
SMCGLOBAL,0.20193
ATALREAL,0.20212
KESORAMIND,0.20232
PAVNAIND,0.2024
CHALET,0.20262
SANDHAR,0.20312
BIRLACABLE,0.20407
NSLNISP,0.20424
BPCL,0.20488
GOODLUCK,0.20509
CAPLIPOINT,0.20516
HITECH,0.20517
WIPL,0.20532
MITTAL,0.20548
MAZDA,0.20631
NECCLTD,0.20662
THEINVEST,0.20706
SEPC,0.20716
VADILALIND,0.20732
MODIRUBBER,0.20758
VASWANI,0.20775
GABRIEL,0.20776
PRESTIGE,0.20794
KIRLOSBROS,0.20842
KHANDSE,0.20864
ATL,0.20867
AGI,0.2093
TI,0.21004
J&KBANK,0.21081
JISLDVREQS,0.21083
VENUSREM,0.211
IRIS,0.21102
ZENITHSTL,0.21174
MUNJALAU,0.21174
MAHSEAMLES,0.2118
EMSLIMITED,0.21223
PREMIERPOL,0.21224
FCONSUMER,0.2125
SPYL,0.21297
PDMJEPAPER,0.21356
MMTC,0.2137
MMP,0.21381
ORIENTALTL,0.214
TATAMTRDVR,0.21415
SNOWMAN,0.21421
REPCOHOME,0.21423
HINDPETRO,0.21466
BOMDYEING,0.21493
ASTRAMICRO,0.21516
POKARNA,0.2156
SHRIPISTON,0.21582
KIOCL,0.21613
HINDCON,0.21657
INDNIPPON,0.21667
ALOKINDS,0.21699
UNICHEMLAB,0.21712
PHOENIXLTD,0.21723
SHILPAMED,0.21828
KAYNES,0.2183
SUNDRMBRAK,0.21843
TITAGARH,0.21847
DYNAMATECH,0.2185
ARIES,0.21874
ICIL,0.2194
MSTCLTD,0.21961
KHAITANLTD,0.22022
HUHTAMAKI,0.22093
PATINTLOG,0.22099
KIRLOSENG,0.22119
DHRUV,0.22127
TEXINFRA,0.22172
GALLANTT,0.22199
GULFPETRO,0.222
SONAMLTD,0.22263
NECLIFE,0.22285
APLLTD,0.2231
TIMETECHNO,0.22327
RTNPOWER,0.22328
NHPC,0.22339
AUSOMENT,0.22376
BLKASHYAP,0.22408
MANUGRAPH,0.22455
PIGL,0.22471
RECLTD,0.22494
IOC,0.22555
BANCOINDIA,0.22568
UCOBANK,0.22646
RTNINDIA,0.22656
TALBROAUTO,0.22678
JKTYRE,0.22688
BYKE,0.22796
OSWALGREEN,0.22809
ETHOSLTD,0.22837
AVG,0.22864
GINNIFILA,0.22912
ASHAPURMIN,0.2293
WINDLAS,0.22951
INTENTECH,0.22959
GENUSPOWER,0.23031
GEEKAYWIRE,0.23034
WANBURY,0.23046
INDOWIND,0.23046
ANUP,0.23102
ORICONENT,0.23136
GENSOL,0.23169
ORIENTCEM,0.23359
GMDCLTD,0.23367
PARASPETRO,0.23383
SINDHUTRAD,0.23419
TAKE,0.23437
NILAINFRA,0.23495
GOKEX,0.2358
FILATEX,0.23667
GLS,0.23667
ZENTEC,0.23676
VENUSPIPES,0.23767
BIGBLOC,0.23811
INCREDIBLE,0.2382
IMPEXFERRO,0.23836
HTMEDIA,0.23848
HBSL,0.23865
PITTIENG,0.2387
DENORA,0.23886
SAMBHAAV,0.23898
GREENPOWER,0.23926
NOIDATOLL,0.23987
OSWALAGRO,0.24003
ASAL,0.24015
PAKKA,0.24023
MELSTAR,0.24057
IITL,0.24149
TGBHOTELS,0.24151
MCLEODRUSS,0.24242
JAYNECOIND,0.24248
BHEL,0.24296
SHREERAMA,0.24332
VETO,0.24332
CENTUM,0.24337
SUPREMEINF,0.24351
PARSVNATH,0.24385
MAHABANK,0.24393
SMSPHARMA,0.24411
KSOLVES,0.24459
TRENT,0.24491
COCHINSHIP,0.24497
ALPHAGEO,0.24564
WELSPUNLIV,0.24746
NETWORK18,0.24757
VISAKAIND,0.24757
RKFORGE,0.24811
AGRITECH,0.24852
WOCKPHARMA,0.24931
BVCL,0.24975
NEWGEN,0.2502
WELINV,0.25037
USK,0.25042
KFINTECH,0.25089
63MOONS,0.25098
IZMO,0.25225
GEPIL,0.25245
ABAN,0.25271
IREDA,0.25292
ELECON,0.25317
DCI,0.25363
AKI,0.2554
DBCORP,0.25548
ZODIAC,0.25565
MITCON,0.25603
VIPULLTD,0.25641
SHAILY,0.25686
DREDGECORP,0.25692
MSPL,0.25711
BSOFT,0.25736
PRAENG,0.25773
PCBL,0.25809
IFBIND,0.25867
GOACARBON,0.25905
DRCSYSTEMS,0.2591
V2RETAIL,0.2594
KAMDHENU,0.25958
SUMIT,0.26027
KEYFINSERV,0.26029
HERCULES,0.2605
SHARDAMOTR,0.26067
TREEHOUSE,0.26082
KRITINUT,0.26115
PURVA,0.26153
KALYANKJIL,0.26238
SADBHIN,0.26239
GOLDTECH,0.26258
GSLSU,0.26269
HEMIPROP,0.26276
HLVLTD,0.26291
SHK,0.2634
RAJSREESUG,0.26342
RAILTEL,0.26377
RITES,0.26529
JMA,0.26542
GPTINFRA,0.26566
BBOX,0.26607
DBL,0.26622
GKWLIMITED,0.26664
JBMA,0.26717
GTL,0.26728
UFO,0.26865
EIHAHOTELS,0.26874
ARVIND,0.26941
SCI,0.26947
MOTILALOFS,0.26958
ANTGRAPHIC,0.27005
PSB,0.27013
VLSFINANCE,0.27202
APOLSINHOT,0.27212
MANAKCOAT,0.2722
A2ZINFRA,0.27332
AIROLAM,0.27394
RADHIKAJWE,0.27457
INFIBEAM,0.27463
MANAKSTEEL,0.27463
OIL,0.27497
ENGINERSIN,0.27569
TEXMOPIPES,0.27597
IOB,0.2767
REFEX,0.27703
AHLUCONT,0.27809
VASCONEQ,0.27994
GVKPIL,0.28008
XCHANGING,0.28244
SBGLP,0.28271
JPASSOCIAT,0.28307
CHEMFAB,0.28344
PPL,0.28345
BRNL,0.28454
NITIRAJ,0.2851
DBSTOCKBRO,0.28526
SOMICONVEY,0.28563
THOMASCOOK,0.28565
EMIL,0.28574
GTLINFRA,0.28679
MGEL,0.28809
ZOMATO,0.28865
GULFOILLUB,0.28866
SJVN,0.28876
IBREALEST,0.28901
HPIL,0.28941
VOLTAMP,0.29147
LAGNAM,0.29214
CUBEXTUB,0.29446
ZEELEARN,0.2954
TREJHARA,0.29584
ZUARIIND,0.29627
TPLPLASTEH,0.29652
ORCHPHARMA,0.29674
BAJAJHIND,0.29685
NDL,0.29722
HPL,0.29848
NCC,0.30046
TARC,0.30149
TEXRAIL,0.30153
GRWRHITECH,0.30279
SALZERELEC,0.30401
PRITIKAUTO,0.30579
MARINE,0.30844
TIPSINDLTD,0.30951
URJA,0.31052
POCL,0.3108
BEDMUTHA,0.31099
JPPOWER,0.31263
HMVL,0.31264
HBLPOWER,0.31298
ALBERTDAVD,0.31357
SADBHAV,0.31464
ACE,0.31619
MADHUCON,0.31672
SWANENERGY,0.31684
OLECTRA,0.31727
ITDCEM,0.3182
MBLINFRA,0.31823
IRCON,0.31825
SAKUMA,0.31858
SMLISUZU,0.31977
IRB,0.31981
RKEC,0.32089
SCHNEIDER,0.32149
ADVANIHOTR,0.32215
TAJGVK,0.32231
CHENNPETRO,0.32275
BKMINDST,0.32363
HSCL,0.32419
SKIPPER,0.32438
MEDANTA,0.32727
RKDL,0.3281
SOBHA,0.32825
INOXWIND,0.32989
INDRAMEDCO,0.33004
TARAPUR,0.33102
SIGNATURE,0.33246
UMAEXPORTS,0.33273
SHAKTIPUMP,0.334
MAGNUM,0.33416
HIRECT,0.33421
VARDMNPOLY,0.33435
RVNL,0.33449
HUDCO,0.33455
TRIL,0.33682
DCMSRIND,0.33699
EIHOTEL,0.33729
AJMERA,0.33733
ONEPOINT,0.33734
APOLLO,0.33892
EMUDHRA,0.33965
PATELENG,0.33985
SIMPLEXINF,0.34109
QUICKHEAL,0.34264
MANINDS,0.34454
JITFINFRA,0.3495
EIMCOELECO,0.35061
KRIDHANINF,0.35088
KSL,0.35501
GICRE,0.35566
DSSL,0.35567
CROWN,0.35588
SUNDARMHLD,0.35621
IRFC,0.35696
CREST,0.35702
MONARCH,0.3586
MIRCELECTR,0.35897
PAISALO,0.35916
MOTISONS,0.36026
WALCHANNAG,0.36124
IFCI,0.36193
DHANBANK,0.36388
SANGHVIMOV,0.36414
LGHL,0.36526
SPMLINFRA,0.36535
ASMS,0.36546
NIACL,0.36555
SIGACHI,0.36695
IWEL,0.36996
JWL,0.37014
SALASAR,0.37151
TATAINVEST,0.37256
AURIONPRO,0.37304
VERTOZ,0.37311
TCLCONS,0.37667
MEGASOFT,0.37738
GANESHHOUC,0.37753
JINDALSAW,0.37892
OFSS,0.38176
BSE,0.38599
CORDSCABLE,0.38741
SERVOTECH,0.38998
TNTELE,0.39131
HCC,0.39612
ITDC,0.39835
JYOTISTRUC,0.39866
BFUTILITIE,0.39894
TRF,0.40036
SUZLON,0.40338
ENIL,0.40367
PREMEXPLN,0.40462
PENINLAND,0.41022
FORCEMOT,0.41393
ANANDRATHI,0.41588
THOMASCOTT,0.41835
NEULANDLAB,0.41927
GET&D,0.42166
OMAXAUTO,0.42711
BHANDARI,0.42932
MICEL,0.4323
IL&FSENGG,0.43341
MACPOWER,0.43601
BLUECHIP,0.43812
KPIGREEN,0.43881
LAL,0.44489
WEBELSOLAR,0.45031
REMSONSIND,0.45409
TPHQ,0.45444
PVP,0.46395
TVVISION,0.46483
BLBLIMITED,0.46809
NBCC,0.47507
JUBLINDS,0.47962
HUBTOWN,0.49035
TFCILTD,0.49158
WSI,0.49183
ELECTCAST,0.49664
KRITIKA,0.50556
UNIINFO,0.50791
DBREALTY,0.50944
MRPL,0.5103
NITCO,0.51501
GLFL,0.51562
INDOTECH,0.52778
TIL,0.53211
BALAJITELE,0.53546
SWELECTES,0.56456
GANGAFORGE,0.56864
SKYGOLD,0.57612
E2E,0.59041
DOLPHIN,0.60644
SARVESHWAR,0.71098
CUPID,0.71186
TECHIN,0.77781
UNITECH,0.81666
ELECTHERM,0.84332
DIACABS,0.87825
JAIBALAJI,0.95125
RSSOFTWARE,0.99208
